OID_,gradient,modificati,modificat1,modified,monitoring,municipali,natureofev,entrancelo,provincete,nhnwatersh,fishpassty,operatingn,operatedby,architect,constructe,length_m,contracted,depth_m,designedon,elevationm,engineerin,estimateof,estimateo1,fishwayref,hasevaluat,knownnotus,latitude,longitude,maxfishway,meanfishwa,entrancepo,completele,operationp,plansheldb,purpose,rivernamee,rivernamef,nhnwaters1,completel1,cabd_id,dam_id,known_use,datasource,featuretyp,waterbodyn,waterbody1,yearconstr,entrancep1,entrancel1,provincet1,fishpasst1,structuren,structure1,PRPWSHID,NHN7DWSH,NHN4DWSH
37,0.000000000000000,To allow for easier passage for fish,2002,1, ,Colwood, ,2,bc,Southern Vancouver Island,4,Furthest upstream of 4 fishways on Millstream Creek,City of Langford, , ,0.000000000000000,City of Langford,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.446597220000001,-123.476574999999997,0.000000000000000,0.000000000000000,2,0, , ,restore a natural run of coho to the reac,Millstream River, ,08HAD00, ,d93cc713-c66b-4cef-9aed-747583980931, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d93cc713-c66b-4cef-9aed-747583980931,fishways, , ,1998,Surface,Bank,British Columbia,Pool and weir with hole,Millstream Creek Fishway 1, ,BC_243,08HAD00,08HA
38,0.000000000000000,Upgrade the Fishway,2004,1, ,Bowen Island, ,2,bc,Strait of Georgia - Jervis Inlet,3,Post construction modification funded by the Pacific Salmon Foundation,Bowen Island Fish and Wildlife Club volunteers, ,'Bowen Hands',0.000000000000000,Employment & Immigration Canada,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.383908329999997,-123.339119400000001,0.000000000000000,0.000000000000000,0,0,novdec, ,To pass returning Coho,Terminal Creek, ,08GB0X1, ,59295468-2f42-4728-82e7-408cae36b0a1, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/59295468-2f42-4728-82e7-408cae36b0a1,fishways, , ,1986, ,Bank,British Columbia,Pool and weir,Bridal Veil Falls fishway, ,BC_73,08GB0X1,08GB
39,0.000000000000000, ,0,0, ,Maple Ridge,Trap and truck of adults in place,0,bc,Lower Fraser - Coast,2, , , ,BC Hydro + North Fraser Salmon Assistance Project,0.000000000000000, ,0.000000000000000,0,0.000000000000000,"Hand placed rocks and concrete, step height of 15-20cm",0.000000000000000,0.000000000000000, ,1, ,49.237483330000003,-122.562397200000007,0.000000000000000,0.000000000000000,0,0, , ,Improve access to base of existing culvert,Hennipen Creek @ South Alouette River, ,08MHBX1, ,a50caaf7-bba9-487f-a1e0-f23ced0e1789, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a50caaf7-bba9-487f-a1e0-f23ced0e1789,fishways, , ,2003, , ,British Columbia,Nature-like fishway,Hennipen Creek rock ramp, ,BC_103,08MHBX1,08MHB
40,8.000000000000000, ,0,0, ,Okanagan-Similkameen C, ,2,bc,Okanagan,3,Operational as long as water levels are sufficient to allow fish passage to the fishway, , ,"Ministry of Water, Land and Air Protection",46.000000000000000, ,0.000000000000000,0,5.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.247058330000002,-119.522544400000001,0.000000000000000,0.000000000000000,2,0, , ,Pass fish to spawning grounds,Vaseux Creek, ,08NM000, ,3d25eb60-70c4-4b13-ab66-004ecb7b2b19, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/3d25eb60-70c4-4b13-ab66-004ecb7b2b19,fishways, , ,0,Surface,Bank,British Columbia,Pool and weir,Lower Vaseux Creek, ,BC_161,08NM000,08NM
41,0.000000000000000, ,0,0, ,Cowichan Valley F, ,0,bc,Southern Vancouver Island,3,Near Cowichan River Hatchery, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.783263890000001,-123.953905599999999,0.000000000000000,0.000000000000000,0,0, , , ,Cowichan River, ,08HA0X3, ,c81719d2-e3b5-4a43-8e41-7efc6f4376e9, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c81719d2-e3b5-4a43-8e41-7efc6f4376e9,fishways, , ,0, , ,British Columbia,Pool and weir,Skutz Falls fishway 1, ,BC_36,08HA0X3,08HA
42,0.000000000000000,"remove colvert, install Bridge",2015,1, ,Chilliwack, ,0,bc,Lower Fraser - Coast,9,"Needs maintenance, @ 200th street, GPS and UTM coordinates are a best guess due to a lack of available information", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.096527780000002,-122.068491699999996,0.000000000000000,0.000000000000000,0,0, , , ,Anderson Creek, ,08MHE00, ,1ee4ecbd-4cc9-4985-898e-86483b79d4ee, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/1ee4ecbd-4cc9-4985-898e-86483b79d4ee,fishways, , ,0, , ,British Columbia,Unknown,Anderson Creek, ,BC_28,08MHE00,08MHB
43,0.000000000000000,Fish could not pass over fish ladder before modification,1999,1, ,North Coast D, ,0,bc,Graham Island,3, , , ,DFO,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,53.684297219999998,-132.926005599999996,0.000000000000000,0.000000000000000,0,0, , ,Pass fish over difficult waterfalls,Coates Creek, ,08OA000, ,6c851e73-ceae-4bb0-a66b-8da29a98d5ab, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/6c851e73-ceae-4bb0-a66b-8da29a98d5ab,fishways, , ,0, , ,British Columbia,Pool and weir,Coates Creek Fishway, ,BC_60,08OA000,08OA
44,0.000000000000000, ,0,0, ,Port Hardy, ,0,bc,Northeastern Vancouver Island,6,UTM coordinates are approximate, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,50.688311110000001,-127.485636099999994,0.000000000000000,0.000000000000000,0,0, , , ,Quatse River, ,08HF002, ,d808e53b-ee2d-45b4-a60f-7728170ace31, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/d808e53b-ee2d-45b4-a60f-7728170ace31,fishways, , ,1970, , ,British Columbia,Vertical slot,Quatse River fishway, ,BC_157,08HF002,08HF
45,11.199999999999999, ,0,0, ,Fraser Valley C, ,0,bc,Harrison,3, , , , ,7.500000000000000, ,0.600000000000000,0,0.850000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.318686110000002,-121.882219399999997,0.000000000000000,0.000000000000000,1,0, , , ,Weaver Lake, ,08MG0X2, ,7ef2e063-f7be-4a85-a4b6-af73c25a0345, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/7ef2e063-f7be-4a85-a4b6-af73c25a0345,fishways, , ,1963,Bottom, ,British Columbia,Pool and weir,Weaver Creek Fishway, ,BC_63,08MG0X2,08MG
46,0.000000000000000, ,0,0, ,Nanaimo, ,0,bc,South Central Vancouver Island,2, , , , ,0.000000000000000,"NFGPA, DFO, City of Nanaimo",0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.175369439999997,-123.960894400000001,0.000000000000000,0.000000000000000,0,0, , , ,Millstone River, ,08HB002, ,731353e9-4360-4598-b21d-ea86752d682d, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/731353e9-4360-4598-b21d-ea86752d682d,fishways, , ,2007, , ,British Columbia,Nature-like fishway,Bowen Park bypass channel, ,BC_165,08HB002,08HB
47,0.000000000000000, ,0,0, ,Semiahmoo, ,0,bc,Lower Fraser - Coast,3,fishway type may not be accurate, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.016438890000003,-122.772874999999999,0.000000000000000,0.000000000000000,0,0, , , ,McNally Creek, ,08MHA00, ,2ca76c10-495c-41b4-9b2e-87f5e101a581, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/2ca76c10-495c-41b4-9b2e-87f5e101a581,fishways, , ,1982, , ,British Columbia,Pool and weir,McNallly Creek, ,BC_103,08MHA00,08MHB
48,0.000000000000000, ,0,0, ,Nanaimo, ,0,bc,South Central Vancouver Island,2,near Nanaimo, , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.174297220000000,-123.954197199999996,0.000000000000000,0.000000000000000,0,0, , , ,Millstone River, ,08HB002, ,e84ade71-b032-4aad-b15f-3803a46a3a1b, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e84ade71-b032-4aad-b15f-3803a46a3a1b,fishways, , ,0, , ,British Columbia,Nature-like fishway,Deadman Falls, ,BC_165,08HB002,08HB
49,0.000000000000000, ,0,0, ,Surrey, ,0,bc,Lower Fraser - Coast,9,"Unknown fishway type, possibly a rock ramp or pool and riffle, fishway GPS coordinates are a best guess location", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.011372219999998,-122.729450000000000,0.000000000000000,0.000000000000000,0,0, , , ,Mouth of Fergus Creek, ,08MHA00, ,62c2f996-a395-4149-869d-e32d397530f7, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/62c2f996-a395-4149-869d-e32d397530f7,fishways, , ,1984, , ,British Columbia,Unknown,Fergus Creek, ,BC_103,08MHA00,08MHB
50,0.000000000000000, ,0,0, ,Thompson-Nicola I (Blue Sky Country), ,2,bc,Thompson - Mouth,3,"At Bear Falls in Marble Provincial Park, appears to be a pool and weir fishway, may be a pool and orifice", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,50.523574560000000,-121.433582999999999,0.000000000000000,0.000000000000000,2,0, , , ,Marble River, ,08LF001, ,af328fe3-f2f4-47fc-911b-a09efcaa6a08, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/af328fe3-f2f4-47fc-911b-a09efcaa6a08,fishways, , ,0,Surface,Bank,British Columbia,Pool and weir,Bear Falls, ,BC_205,08LF001,08LF
51,10.000000000000000,Fishway Upgrade,2019,1, ,Lunenburg, ,2,ns,LaHave,6,This site is a counting station on the LaHave River. We could not access the fish way because of fencing.,Fisheries and Oceans Canada, ,Fisheries and Oceans Canada,64.000000000000000,Fisheries and Oceans Canada,0.600000000000000,0,6.400000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,0, ,44.534596311500003,-64.712327815799995,0.000000000000000,0.000000000000000,2,0, ,Fisheries and Oceans Canada,to pass fish around natural falls,LaHave River, ,01EF000, ,e3d32b85-63b9-4904-a004-4870b6cbff45, ,{""Atlantic salmon (Salmo salar)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/e3d32b85-63b9-4904-a004-4870b6cbff45,fishways, , ,1969,Surface,Bank,Nova Scotia,Vertical slot,Morgan Falls Fish Ladder, , ,01EF000,01EF
52,0.000000000000000,Old fishway replaced  by Trout unlimited Purcell chapter,0,1, ,East Kootenay E, ,0,bc,Central Kootenay,3, , , ,Trout unlimited Purcell Chapter,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.918972220000001,-115.649772200000001,0.000000000000000,0.000000000000000,0,0, , , ,Premier Lake, ,08NG001, ,44b02905-633d-4377-ac8e-c3715648b939, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/44b02905-633d-4377-ac8e-c3715648b939,fishways, , ,0, , ,British Columbia,Pool and weir,Staples Creek / Premier Lake, ,BC_187,08NG001,08NG
53,9.100000000000000, ,0,0, ,Mount Waddington A, ,2,bc,Eastern Queen Charlotte Strait,6,"South of Kingcome, B.C.",Fisheries and Oceans Canada, ,Fisheries and Oceans Canada,59.799999999999997,Fisheries and Oceans Canada,2.300000000000000,1,5.400000000000000,"Replaced an old Denil fishway of smaller capacity

Pool volume 13.11 cubic meters

Slot width 0.305

Pool Length 3.15m, 19 pools

Pool width 1.81m",0.000000000000000,0.000000000000000, ,0, ,50.827449015900001,-125.991279546000001,0.000000000000000,0.000000000000000,2,0, ,Fisheries and Oceans Canada,to pass fish upstream of the rapids,Kakweiken River, ,08GF001, ,dd79e3bc-9046-464c-99ec-e83aae7310e6, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/dd79e3bc-9046-464c-99ec-e83aae7310e6,fishways, , ,1980,Surface,Bank,British Columbia,Vertical slot,Kakweiken River fishway A, ,BC_89,08GF001,08GF
54,0.000000000000000, ,0,0, ,Comox Valley C (Puntledge - Black Creek), ,1,bc,South Central Vancouver Island,4, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,49.682558329999999,-125.052936099999997,0.000000000000000,0.000000000000000,2,0, , ,Facilitate upstream migration of salmonids,Puntledge River, ,08HB0X3, ,ea4210ba-fa97-4973-bf4f-fd13a547f3a2, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/ea4210ba-fa97-4973-bf4f-fd13a547f3a2,fishways, , ,1977,Surface,Midstream,British Columbia,Pool and weir with hole,Stotan Falls 3, ,BC_34,08HB0X3,08HB
55,0.000000000000000, ,0,0, ,Comox Valley C (Puntledge - Black Creek),Camera monitor / radio telemetry,2,bc,South Central Vancouver Island,3,The fishway is used to capture salmonids for population enhancement purposes.,DFO, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,1, ,49.685130559999998,-125.032691700000001,0.000000000000000,0.000000000000000,4,0,JanDec, ,Salmonid enchancement,Puntledge River, ,08HB0X3, ,749f512b-cc47-44d8-9508-9d03de1f0fac, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/749f512b-cc47-44d8-9508-9d03de1f0fac,fishways, , ,1977,Mid-column,Bank,British Columbia,Pool and weir,Puntledge River lower hatchery fence, ,BC_34,08HB0X3,08HB
56,12.000000000000000, ,0,0, ,Alberni-Clayoquot D, ,0,bc,South Central Vancouver Island,6, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,"Pool are 1.86m long, 1.9m wide with a  0.305m wide slot",0.000000000000000,0.000000000000000, ,0, ,49.323313890000001,-124.990238899999994,0.000000000000000,0.000000000000000,0,0, , , ,Robertson Creek, ,08HB001, ,c778d4ef-0eee-4c85-a7fb-c9100d6f8ace, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/c778d4ef-0eee-4c85-a7fb-c9100d6f8ace,fishways, , ,1972, , ,British Columbia,Vertical slot,Robertson Creek Hatchery fishway B, ,BC_2,08HB001,08HB
57,0.000000000000000, ,0,0,Fish counts,Campbell River,fish counts,1,bc,East Central Vancouver Island,2,"Collobarative effort to construct fishways between DFO and HBI (Haig Brown Institute)

Picture shows upstream (top) and downstream (bottom) portion of fishway", , ,Van Tine and Associates,0.000000000000000,Haig-Brown Institute,0.000000000000000,1,0.000000000000000,"Bedrock was chipped away in order to create fish stairs

'Cascade fishway'",0.000000000000000,0.000000000000000, ,1, ,49.981430560000000,-125.311341700000000,0.000000000000000,0.000000000000000,4,0, ,Van Tine and Asscociates,To allow for upstream passage of Pink salmon,Quinsam River, ,08HD001, ,63851a10-9c77-405a-9f2c-ec08458500c9, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/63851a10-9c77-405a-9f2c-ec08458500c9,fishways, , ,2005,Mid-column,Midstream,British Columbia,Nature-like fishway,Quinsam River falls fishway 2, ,BC_20,08HD001,08HD
58,0.000000000000000, ,0,0, ,Langford, ,2,bc,Southern Vancouver Island,4,3rd (second furthest upstream) in a string of 4 fishways on Millstream Creek,City of Langford, , ,0.000000000000000,City of Langford,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.447477790000001,-123.473233300000004,0.000000000000000,0.000000000000000,2,0, , ,restore a natural run of coho to the reac,Millstream Creek, ,08HAD00, ,a1a18cd2-e034-48ab-ac4e-6903df7ffdfc, , ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/a1a18cd2-e034-48ab-ac4e-6903df7ffdfc,fishways, , ,2002,Surface,Bank,British Columbia,Pool and weir with hole,Millstream Creek Fishway 2, ,BC_243,08HAD00,08HA
59,0.000000000000000, ,0,0, ,Fraser Valley D, ,0,bc,Harrison,3, , , ,DFO and Ducks Unlimited,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Covered by culvert to prevent beaver blockage and activity,0.000000000000000,0.000000000000000, ,1, ,49.196835600000000,-121.752425000000002,0.000000000000000,0.000000000000000,0,0, , , ,Cheam Lake, ,08MG0X2, ,0a00d7ae-43c6-4f15-b47a-0fcdbe480f60,59450d06-e31c-45d4-a15a-e7d45c7d18bd, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/0a00d7ae-43c6-4f15-b47a-0fcdbe480f60,fishways, , ,1992, , ,British Columbia,Pool and weir,Cheam Lake Dam, ,BC_63,08MG0X2,08MG
60,0.000000000000000, ,0,0, ,East Hants, ,0,ns,Shubenacadie,3,"Satelite images clearly show fish way. Road to fish way is gated and there are no trespassing signs. Owner appears to be resident of 505 Georgefield Road, but we were unable to make contact with property owner.", , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.140404158099997,-63.528022435700002,0.000000000000000,0.000000000000000,0,0, , , , , ,01DG000, ,22a41462-dc6a-4c2e-b0da-1ccbf8697d64,ceba4953-b8fe-4b9c-a055-9e405dc0cd1b, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/22a41462-dc6a-4c2e-b0da-1ccbf8697d64,fishways, , ,0, , ,Nova Scotia,Pool and weir,DU 6507 King Meadows Project, , ,01DG000,01DG
61,0.000000000000000, ,0,0, ,Yarmouth,Evaluation of fish Passage,0,ns,Tusket,3,There is a bridge with no connectivity issues immediately downstream from the fish way., , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,43.851575212400000,-66.115230945299999,0.000000000000000,0.000000000000000,0,0, , , ,Lake Milo Tributary, ,01EA000, ,22e37eaa-a727-4826-aa88-f834f1cc77bf,a352593a-6ddc-45aa-b65c-b5486864ee87, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/22e37eaa-a727-4826-aa88-f834f1cc77bf,fishways, , ,0, , ,Nova Scotia,Pool and weir,Milton Lake Dam, , ,01EA000,01EA
62,0.000000000000000, ,0,0, ,East Hants, ,0,ns,Shubenacadie,9, , , , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,45.140658000000002,-63.528184000000003,0.000000000000000,0.000000000000000,0,0, , , ,King Meadow, ,01DG000, ,236a72ec-0c70-4c6a-b33b-2c76b2e09c22,ceba4953-b8fe-4b9c-a055-9e405dc0cd1b, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/236a72ec-0c70-4c6a-b33b-2c76b2e09c22,fishways, , ,0, , ,Nova Scotia,Unknown,DU 6507 King Meadows Project, , ,01DG000,01DG
63,0.000000000000000, ,0,0, ,Lesser Slave River No.124, ,0,ab,Lower Pembina (Alta.),3,Species observed are based on anecdotal observations, , ,Alberta Environment,12.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,54.642177779999997,-113.820986099999999,0.000000000000000,0.000000000000000,0,0, , , ,French Creek, ,07BC000, ,24e43b97-1836-4242-a7dd-c54e0f70f8f6,40616c6a-6818-4109-91f9-c144cb102610,{""Northern pike (Esox lucius)""},https://cabd-web.azurewebsites.net/cabd-api/features/datasources/24e43b97-1836-4242-a7dd-c54e0f70f8f6,fishways, , ,1974, , ,Alberta,Pool and weir,Steele Lake Weir, ,AB-17030304,07BC000,07BC
64,0.000000000000000,Rebuilt,2012,1, ,Queens,Evaluation of fish Passage,0,ns,Medway,3,The dam next to the fish way is being considered to be removed. Fish was was rebuilt in 2012 by the cottage owners association. The dam is structurly unsound. There are two metal culverts approximately 1.2 m in diameter and they appear passable downstrea,Cottage Owners Association, , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000,Functional & No Maintenance,0.000000000000000,0.000000000000000, ,1, ,44.403599999999997,-65.077010000000001,0.000000000000000,0.000000000000000,0,0, , , ,Eel Lake Tributary, ,01EE000, ,251bb558-4282-4279-9674-bf4dd2eb4f7d,b5f64cf0-8898-4925-bc0e-2bcd711e0a01, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/251bb558-4282-4279-9674-bf4dd2eb4f7d,fishways, , ,0, , ,Nova Scotia,Pool and weir,Harmony Lake, , ,01EE000,01EE
65,0.000000000000000, ,0,0, ,Saint-Eugane-de-Ladriere, ,0,qc,Rimouski,9,"fishway location

(bassin de la riviare Rimouski)

contact info

Le Territoire populaire Ch4nier inc.

Et CEHQ","Le Territoire populaire Chdnier inc.

Et CEHQ", , ,0.000000000000000, ,0.000000000000000,0,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0, ,48.169835990000003,-68.640659479999997,0.000000000000000,0.000000000000000,0,0, , , ,Petite Rivirre Touradi,Petite Rivirre Touradi,02QA002, ,277b82c3-9574-422c-a461-0dc49b332492,2471be82-5746-4df0-ac4b-477f29e1c8a8, ,https://cabd-web.azurewebsites.net/cabd-api/features/datasources/277b82c3-9574-422c-a461-0dc49b332492,fishways, , ,0, , ,Quebec,Unknown,Barrage Touradi,Barrage Touradi, ,02QA002,02QA
